expense_id,employee_id,department,expense_type,expense_date,submit_date,amount,currency,vendor_name,invoice_number,project_code,approver,business_purpose,origin_city,dest_city,employee_name,trip_id
EXP-0167,E006,市场,travel,2026-07-15,2026-07-19,2100,CNY,航空平台,INV-6167,P-C,A500,供应商洽谈-青岛往返交通,北京,青岛,杨帆,TR-E006-03
EXP-0168,E006,市场,hotel,2026-07-15,2026-07-18,420,CNY,凯越商务酒店,INV-6168,P-C,A500,青岛住宿,青岛,青岛,杨帆,TR-E006-03
EXP-0169,E006,市场,meal,2026-07-15,2026-07-18,96,CNY,地方风味,INV-6169,P-C,A500,青岛餐饮,青岛,青岛,杨帆,TR-E006-03
EXP-0170,E006,市场,hotel,2026-07-16,2026-07-19,600,CNY,云栖酒店,INV-6170,P-C,A500,青岛住宿,青岛,青岛,杨帆,TR-E006-03
EXP-0171,E006,市场,meal,2026-07-16,2026-07-20,150,CNY,商务套餐,INV-6171,P-C,A500,青岛餐饮,青岛,青岛,杨帆,TR-E006-03
EXP-0172,E006,市场,hotel,2026-07-17,2026-07-21,480,CNY,锦江都城,INV-6172,P-C,A500,青岛住宿,青岛,青岛,杨帆,TR-E006-03
EXP-0173,E006,市场,meal,2026-07-17,2026-07-21,68,CNY,商务套餐,INV-6173,P-C,A500,青岛餐饮,青岛,青岛,杨帆,TR-E006-03
EXP-0174,E006,市场,travel,2026-08-29,2026-08-30,2100,CNY,铁路平台,INV-6174,P-E,A500,行业会议-杭州往返交通,北京,杭州,杨帆,TR-E006-04
EXP-0175,E006,市场,hotel,2026-08-29,2026-09-01,480,CNY,锦江都城,INV-6175,P-E,A500,杭州住宿,杭州,杭州,杨帆,TR-E006-04
EXP-0176,E006,市场,meal,2026-08-29,2026-08-31,120,CNY,快餐连锁,INV-6176,P-E,A500,杭州餐饮,杭州,杭州,杨帆,TR-E006-04
EXP-0177,E006,市场,hotel,2026-08-30,2026-09-03,560,CNY,亚朵酒店,INV-6177,P-E,A500,杭州住宿,杭州,杭州,杨帆,TR-E006-04
EXP-0178,E006,市场,meal,2026-08-30,2026-09-02,150,CNY,老地方酒楼,INV-6178,P-E,A500,杭州餐饮,杭州,杭州,杨帆,TR-E006-04
EXP-0179,E006,市场,hotel,2026-08-31,2026-09-03,420,CNY,如家精选,INV-6179,P-E,A500,杭州住宿,杭州,杭州,杨帆,TR-E006-04
EXP-0180,E006,市场,meal,2026-08-31,2026-09-02,88,CNY,老地方酒楼,INV-6180,P-E,A500,杭州餐饮,杭州,杭州,杨帆,TR-E006-04
EXP-0181,E006,市场,taxi,2026-08-31,2026-09-03,60,CNY,网约车平台,INV-6181,P-E,A500,杭州市内交通,杭州,杭州,杨帆,TR-E006-04
EXP-0182,E007,研发,travel,2026-06-30,2026-07-03,760,CNY,铁路平台,INV-6182,P-E,A300,客户拜访-苏州往返交通,杭州,苏州,赵磊,TR-E007-01
EXP-0183,E007,研发,hotel,2026-06-30,2026-07-01,420,CNY,亚朵酒店,INV-6183,P-E,A300,苏州住宿,苏州,苏州,赵磊,TR-E007-01
EXP-0184,E007,研发,meal,2026-06-30,2026-07-04,96,CNY,商务套餐,INV-6184,P-E,A300,苏州餐饮,苏州,苏州,赵磊,TR-E007-01
EXP-0185,E007,研发,taxi,2026-06-30,2026-07-02,120,CNY,机场快线,INV-6185,P-E,A300,苏州市内交通,苏州,苏州,赵磊,TR-E007-01
EXP-0186,E007,研发,hotel,2026-07-01,2026-07-05,420,CNY,如家精选,INV-6186,P-E,A300,苏州住宿,苏州,苏州,赵磊,TR-E007-01
EXP-0187,E007,研发,meal,2026-07-01,2026-07-04,120,CNY,商务套餐,INV-6187,P-E,A300,苏州餐饮,苏州,苏州,赵磊,TR-E007-01
EXP-0188,E007,研发,taxi,2026-07-01,2026-07-04,35,CNY,城市出行,INV-6188,P-E,A300,苏州市内交通,苏州,苏州,赵磊,TR-E007-01
EXP-0189,E007,研发,travel,2026-08-25,2026-08-28,2100,CNY,航空平台,INV-6189,P-F,A300,市场调研-天津往返交通,杭州,天津,赵磊,TR-E007-02
EXP-0190,E007,研发,hotel,2026-08-25,2026-08-29,560,CNY,亚朵酒店,INV-6190,P-F,A300,天津住宿,天津,天津,赵磊,TR-E007-02
EXP-0191,E007,研发,meal,2026-08-25,2026-08-29,150,CNY,老地方酒楼,INV-6191,P-F,A300,天津餐饮,天津,天津,赵磊,TR-E007-02
EXP-0192,E007,研发,taxi,2026-08-25,2026-08-27,35,CNY,网约车平台,INV-6192,P-F,A300,天津市内交通,天津,天津,赵磊,TR-E007-02
EXP-0193,E007,研发,hotel,2026-08-26,2026-08-29,560,CNY,星海酒店,INV-6193,P-F,A300,天津住宿,天津,天津,赵磊,TR-E007-02
EXP-0194,E007,研发,meal,2026-08-26,2026-08-27,150,CNY,地方风味,INV-6194,P-F,A300,天津餐饮,天津,天津,赵磊,TR-E007-02
EXP-0195,E007,研发,taxi,2026-08-26,2026-08-28,88,CNY,出租公司,INV-6195,P-F,A300,天津市内交通,天津,天津,赵磊,TR-E007-02
EXP-0196,E007,研发,hotel,2026-08-27,2026-08-29,420,CNY,星海酒店,INV-6196,P-F,A300,天津住宿,天津,天津,赵磊,TR-E007-02
EXP-0197,E007,研发,meal,2026-08-27,2026-08-29,68,CNY,老地方酒楼,INV-6197,P-F,A300,天津餐饮,天津,天津,赵磊,TR-E007-02
EXP-0198,E007,研发,hotel,2026-08-28,2026-08-29,680,CNY,凯越商务酒店,INV-6198,P-F,A300,天津住宿,天津,天津,赵磊,TR-E007-02
EXP-0199,E007,研发,meal,2026-08-28,2026-08-29,88,CNY,快餐连锁,INV-6199,P-F,A300,天津餐饮,天津,天津,赵磊,TR-E007-02
EXP-0200,E007,研发,travel,2026-06-08,2026-06-11,2100,CNY,铁路平台,INV-6200,P-E,A300,项目交付-南京往返交通,杭州,南京,赵磊,TR-E007-03
EXP-0201,E007,研发,hotel,2026-06-08,2026-06-10,520,CNY,锦江都城,INV-6201,P-E,A300,南京住宿,南京,南京,赵磊,TR-E007-03
EXP-0202,E007,研发,meal,2026-06-08,2026-06-10,120,CNY,地方风味,INV-6202,P-E,A300,南京餐饮,南京,南京,赵磊,TR-E007-03
EXP-0203,E007,研发,taxi,2026-06-08,2026-06-09,88,CNY,城市出行,INV-6203,P-E,A300,南京市内交通,南京,南京,赵磊,TR-E007-03
EXP-0204,E007,研发,hotel,2026-06-09,2026-06-10,420,CNY,亚朵酒店,INV-6204,P-E,A300,南京住宿,南京,南京,赵磊,TR-E007-03
EXP-0205,E007,研发,meal,2026-06-09,2026-06-11,120,CNY,老地方酒楼,INV-6205,P-E,A300,南京餐饮,南京,南京,赵磊,TR-E007-03
EXP-0206,E008,服务,travel,2026-08-27,2026-08-29,1280,CNY,航空平台,INV-6206,P-F,A600,客户拜访-南京往返交通,成都,南京,孙丽,TR-E008-01
EXP-0207,E008,服务,hotel,2026-08-27,2026-08-31,600,CNY,云栖酒店,INV-6207,P-F,A600,南京住宿,南京,南京,孙丽,TR-E008-01
EXP-0208,E008,服务,meal,2026-08-27,2026-08-30,120,CNY,商务套餐,INV-6208,P-F,A600,南京餐饮,南京,南京,孙丽,TR-E008-01
EXP-0209,E008,服务,taxi,2026-08-27,2026-08-29,45,CNY,网约车平台,INV-6209,P-F,A600,南京市内交通,南京,南京,孙丽,TR-E008-01
EXP-0210,E008,服务,hotel,2026-08-28,2026-08-30,480,CNY,星海酒店,INV-6210,P-F,A600,南京住宿,南京,南京,孙丽,TR-E008-01
EXP-0211,E008,服务,meal,2026-08-28,2026-08-30,120,CNY,地方风味,INV-6211,P-F,A600,南京餐饮,南京,南京,孙丽,TR-E008-01
EXP-0212,E008,服务,hotel,2026-08-29,2026-08-30,600,CNY,星海酒店,INV-6212,P-F,A600,南京住宿,南京,南京,孙丽,TR-E008-01
EXP-0213,E008,服务,meal,2026-08-29,2026-09-01,150,CNY,快餐连锁,INV-6213,P-F,A600,南京餐饮,南京,南京,孙丽,TR-E008-01
EXP-0214,E008,服务,taxi,2026-08-29,2026-09-02,35,CNY,机场快线,INV-6214,P-F,A600,南京市内交通,南京,南京,孙丽,TR-E008-01
EXP-0215,E008,服务,travel,2026-08-31,2026-09-01,1450,CNY,航空平台,INV-6215,P-H,A600,客户拜访-武汉往返交通,成都,武汉,孙丽,TR-E008-02
EXP-0216,E008,服务,hotel,2026-08-31,2026-09-01,680,CNY,云栖酒店,INV-6216,P-H,A600,武汉住宿,武汉,武汉,孙丽,TR-E008-02
EXP-0217,E008,服务,meal,2026-08-31,2026-09-02,96,CNY,快餐连锁,INV-6217,P-H,A600,武汉餐饮,武汉,武汉,孙丽,TR-E008-02
EXP-0218,E008,服务,taxi,2026-08-31,2026-09-01,60,CNY,城市出行,INV-6218,P-H,A600,武汉市内交通,武汉,武汉,孙丽,TR-E008-02
EXP-0219,E008,服务,hotel,2026-09-01,2026-09-05,520,CNY,锦江都城,INV-6219,P-H,A600,武汉住宿,武汉,武汉,孙丽,TR-E008-02
EXP-0220,E008,服务,meal,2026-09-01,2026-09-03,68,CNY,园区餐厅,INV-6220,P-H,A600,武汉餐饮,武汉,武汉,孙丽,TR-E008-02
EXP-0221,E008,服务,taxi,2026-09-01,2026-09-04,35,CNY,机场快线,INV-6221,P-H,A600,武汉市内交通,武汉,武汉,孙丽,TR-E008-02
EXP-0222,E008,服务,hotel,2026-09-02,2026-09-04,600,CNY,锦江都城,INV-6222,P-H,A600,武汉住宿,武汉,武汉,孙丽,TR-E008-02
EXP-0223,E008,服务,meal,2026-09-02,2026-09-03,150,CNY,老地方酒楼,INV-6223,P-H,A600,武汉餐饮,武汉,武汉,孙丽,TR-E008-02
EXP-0224,E008,服务,travel,2026-06-15,2026-06-19,2100,CNY,航空平台,INV-6224,P-C,A600,现场支持-青岛往返交通,成都,青岛,孙丽,TR-E008-03
EXP-0225,E008,服务,hotel,2026-06-15,2026-06-19,480,CNY,亚朵酒店,INV-6225,P-C,A600,青岛住宿,青岛,青岛,孙丽,TR-E008-03
EXP-0226,E008,服务,meal,2026-06-15,2026-06-17,68,CNY,快餐连锁,INV-6226,P-C,A600,青岛餐饮,青岛,青岛,孙丽,TR-E008-03
EXP-0227,E008,服务,hotel,2026-06-16,2026-06-18,420,CNY,星海酒店,INV-6227,P-C,A600,青岛住宿,青岛,青岛,孙丽,TR-E008-03
EXP-0228,E008,服务,meal,2026-06-16,2026-06-18,88,CNY,园区餐厅,INV-6228,P-C,A600,青岛餐饮,青岛,青岛,孙丽,TR-E008-03
EXP-0229,E008,服务,taxi,2026-06-16,2026-06-19,60,CNY,机场快线,INV-6229,P-C,A600,青岛市内交通,青岛,青岛,孙丽,TR-E008-03
EXP-0230,E008,服务,travel,2026-09-07,2026-09-08,1280,CNY,铁路平台,INV-6230,P-F,A600,现场支持-青岛往返交通,成都,青岛,孙丽,TR-E008-04
EXP-0231,E008,服务,hotel,2026-09-07,2026-09-10,680,CNY,亚朵酒店,INV-6231,P-F,A600,青岛住宿,青岛,青岛,孙丽,TR-E008-04
EXP-0232,E008,服务,meal,2026-09-07,2026-09-11,68,CNY,快餐连锁,INV-6232,P-F,A600,青岛餐饮,青岛,青岛,孙丽,TR-E008-04
EXP-0233,E008,服务,hotel,2026-09-08,2026-09-11,480,CNY,锦江都城,INV-6233,P-F,A600,青岛住宿,青岛,青岛,孙丽,TR-E008-04
EXP-0234,E008,服务,meal,2026-09-08,2026-09-12,150,CNY,地方风味,INV-6234,P-F,A600,青岛餐饮,青岛,青岛,孙丽,TR-E008-04
EXP-0235,E008,服务,taxi,2026-09-08,2026-09-10,35,CNY,城市出行,INV-6235,P-F,A600,青岛市内交通,青岛,青岛,孙丽,TR-E008-04
EXP-0236,E008,服务,hotel,2026-09-09,2026-09-11,420,CNY,凯越商务酒店,INV-6236,P-F,A600,青岛住宿,青岛,青岛,孙丽,TR-E008-04
EXP-0237,E008,服务,meal,2026-09-09,2026-09-12,120,CNY,地方风味,INV-6237,P-F,A600,青岛餐饮,青岛,青岛,孙丽,TR-E008-04
EXP-0238,E008,服务,taxi,2026-09-09,2026-09-13,45,CNY,机场快线,INV-6238,P-F,A600,青岛市内交通,青岛,青岛,孙丽,TR-E008-04
EXP-0239,E009,运营,travel,2026-07-10,2026-07-11,1650,CNY,航空平台,INV-6239,P-B,A700,市场调研-苏州往返交通,上海,苏州,周杰,TR-E009-01
EXP-0240,E009,运营,hotel,2026-07-10,2026-07-12,600,CNY,星海酒店,INV-6240,P-B,A700,苏州住宿,苏州,苏州,周杰,TR-E009-01
EXP-0241,E009,运营,meal,2026-07-10,2026-07-11,150,CNY,快餐连锁,INV-6241,P-B,A700,苏州餐饮,苏州,苏州,周杰,TR-E009-01
EXP-0242,E009,运营,taxi,2026-07-10,2026-07-11,88,CNY,机场快线,INV-6242,P-B,A700,苏州市内交通,苏州,苏州,周杰,TR-E009-01
EXP-0243,E009,运营,hotel,2026-07-11,2026-07-15,420,CNY,星海酒店,INV-6243,P-B,A700,苏州住宿,苏州,苏州,周杰,TR-E009-01
EXP-0244,E009,运营,meal,2026-07-11,2026-07-12,68,CNY,老地方酒楼,INV-6244,P-B,A700,苏州餐饮,苏州,苏州,周杰,TR-E009-01
EXP-0245,E009,运营,taxi,2026-07-11,2026-07-12,45,CNY,机场快线,INV-6245,P-B,A700,苏州市内交通,苏州,苏州,周杰,TR-E009-01
EXP-0246,E009,运营,hotel,2026-07-12,2026-07-15,680,CNY,如家精选,INV-6246,P-B,A700,苏州住宿,苏州,苏州,周杰,TR-E009-01
EXP-0247,E009,运营,meal,2026-07-12,2026-07-15,68,CNY,快餐连锁,INV-6247,P-B,A700,苏州餐饮,苏州,苏州,周杰,TR-E009-01
EXP-0248,E009,运营,taxi,2026-07-12,2026-07-16,35,CNY,城市出行,INV-6248,P-B,A700,苏州市内交通,苏州,苏州,周杰,TR-E009-01
EXP-0249,E009,运营,hotel,2026-07-13,2026-07-15,420,CNY,如家精选,INV-6249,P-B,A700,苏州住宿,苏州,苏州,周杰,TR-E009-01
EXP-0250,E009,运营,meal,2026-07-13,2026-07-15,120,CNY,园区餐厅,INV-6250,P-B,A700,苏州餐饮,苏州,苏州,周杰,TR-E009-01
EXP-0251,E009,运营,travel,2026-09-08,2026-09-10,2100,CNY,航空平台,INV-6251,P-G,A700,现场支持-武汉往返交通,上海,武汉,周杰,TR-E009-02
EXP-0252,E009,运营,hotel,2026-09-08,2026-09-12,420,CNY,如家精选,INV-6252,P-G,A700,武汉住宿,武汉,武汉,周杰,TR-E009-02
EXP-0253,E009,运营,meal,2026-09-08,2026-09-09,68,CNY,商务套餐,INV-6253,P-G,A700,武汉餐饮,武汉,武汉,周杰,TR-E009-02
EXP-0254,E009,运营,taxi,2026-09-08,2026-09-09,60,CNY,机场快线,INV-6254,P-G,A700,武汉市内交通,武汉,武汉,周杰,TR-E009-02
EXP-0255,E009,运营,hotel,2026-09-09,2026-09-10,560,CNY,云栖酒店,INV-6255,P-G,A700,武汉住宿,武汉,武汉,周杰,TR-E009-02
EXP-0256,E009,运营,meal,2026-09-09,2026-09-13,96,CNY,老地方酒楼,INV-6256,P-G,A700,武汉餐饮,武汉,武汉,周杰,TR-E009-02
EXP-0257,E009,运营,hotel,2026-09-10,2026-09-14,520,CNY,亚朵酒店,INV-6257,P-G,A700,武汉住宿,武汉,武汉,周杰,TR-E009-02
EXP-0258,E009,运营,meal,2026-09-10,2026-09-11,88,CNY,园区餐厅,INV-6258,P-G,A700,武汉餐饮,武汉,武汉,周杰,TR-E009-02
EXP-0259,E009,运营,travel,2026-07-20,2026-07-21,1280,CNY,航空平台,INV-6259,P-B,A700,客户拜访-北京往返交通,上海,北京,周杰,TR-E009-03
EXP-0260,E009,运营,hotel,2026-07-20,2026-07-23,420,CNY,如家精选,INV-6260,P-B,A700,北京住宿,北京,北京,周杰,TR-E009-03
EXP-0261,E009,运营,meal,2026-07-20,2026-07-23,150,CNY,老地方酒楼,INV-6261,P-B,A700,北京餐饮,北京,北京,周杰,TR-E009-03
EXP-0262,E009,运营,taxi,2026-07-20,2026-07-21,88,CNY,出租公司,INV-6262,P-B,A700,北京市内交通,北京,北京,周杰,TR-E009-03
EXP-0263,E009,运营,hotel,2026-07-21,2026-07-24,480,CNY,如家精选,INV-6263,P-B,A700,北京住宿,北京,北京,周杰,TR-E009-03
EXP-0264,E009,运营,meal,2026-07-21,2026-07-25,88,CNY,园区餐厅,INV-6264,P-B,A700,北京餐饮,北京,北京,周杰,TR-E009-03
EXP-0265,E009,运营,taxi,2026-07-21,2026-07-23,120,CNY,出租公司,INV-6265,P-B,A700,北京市内交通,北京,北京,周杰,TR-E009-03
EXP-0266,E010,人力资源,travel,2026-06-30,2026-07-04,980,CNY,铁路平台,INV-6266,P-D,A800,现场支持-南京往返交通,深圳,南京,吴敏,TR-E010-01
EXP-0267,E010,人力资源,hotel,2026-06-30,2026-07-03,680,CNY,如家精选,INV-6267,P-D,A800,南京住宿,南京,南京,吴敏,TR-E010-01
EXP-0268,E010,人力资源,meal,2026-06-30,2026-07-03,68,CNY,商务套餐,INV-6268,P-D,A800,南京餐饮,南京,南京,吴敏,TR-E010-01
EXP-0269,E010,人力资源,taxi,2026-06-30,2026-07-04,45,CNY,出租公司,INV-6269,P-D,A800,南京市内交通,南京,南京,吴敏,TR-E010-01
EXP-0270,E010,人力资源,hotel,2026-07-01,2026-07-03,560,CNY,凯越商务酒店,INV-6270,P-D,A800,南京住宿,南京,南京,吴敏,TR-E010-01
EXP-0271,E010,人力资源,meal,2026-07-01,2026-07-05,68,CNY,园区餐厅,INV-6271,P-D,A800,南京餐饮,南京,南京,吴敏,TR-E010-01
EXP-0272,E010,人力资源,travel,2026-06-08,2026-06-10,760,CNY,航空平台,INV-6272,P-E,A800,现场支持-苏州往返交通,深圳,苏州,吴敏,TR-E010-02
EXP-0273,E010,人力资源,hotel,2026-06-08,2026-06-11,420,CNY,星海酒店,INV-6273,P-E,A800,苏州住宿,苏州,苏州,吴敏,TR-E010-02
EXP-0274,E010,人力资源,meal,2026-06-08,2026-06-09,88,CNY,地方风味,INV-6274,P-E,A800,苏州餐饮,苏州,苏州,吴敏,TR-E010-02
EXP-0275,E010,人力资源,taxi,2026-06-08,2026-06-12,45,CNY,城市出行,INV-6275,P-E,A800,苏州市内交通,苏州,苏州,吴敏,TR-E010-02
EXP-0276,E010,人力资源,hotel,2026-06-09,2026-06-12,480,CNY,锦江都城,INV-6276,P-E,A800,苏州住宿,苏州,苏州,吴敏,TR-E010-02
EXP-0277,E010,人力资源,meal,2026-06-09,2026-06-10,88,CNY,园区餐厅,INV-6277,P-E,A800,苏州餐饮,苏州,苏州,吴敏,TR-E010-02
EXP-0278,E010,人力资源,hotel,2026-06-10,2026-06-14,560,CNY,凯越商务酒店,INV-6278,P-E,A800,苏州住宿,苏州,苏州,吴敏,TR-E010-02
EXP-0279,E010,人力资源,meal,2026-06-10,2026-06-12,120,CNY,快餐连锁,INV-6279,P-E,A800,苏州餐饮,苏州,苏州,吴敏,TR-E010-02
EXP-0280,E010,人力资源,taxi,2026-06-10,2026-06-13,120,CNY,机场快线,INV-6280,P-E,A800,苏州市内交通,苏州,苏州,吴敏,TR-E010-02
EXP-0281,E010,人力资源,hotel,2026-06-11,2026-06-12,480,CNY,亚朵酒店,INV-6281,P-E,A800,苏州住宿,苏州,苏州,吴敏,TR-E010-02
EXP-0282,E010,人力资源,meal,2026-06-11,2026-06-12,88,CNY,商务套餐,INV-6282,P-E,A800,苏州餐饮,苏州,苏州,吴敏,TR-E010-02
EXP-0283,E010,人力资源,taxi,2026-06-11,2026-06-13,88,CNY,出租公司,INV-6283,P-E,A800,苏州市内交通,苏州,苏州,吴敏,TR-E010-02
EXP-0284,E010,人力资源,travel,2026-06-28,2026-07-02,980,CNY,铁路平台,INV-6284,P-D,A800,现场支持-上海往返交通,深圳,上海,吴敏,TR-E010-03
EXP-0285,E010,人力资源,hotel,2026-06-28,2026-07-02,520,CNY,云栖酒店,INV-6285,P-D,A800,上海住宿,上海,上海,吴敏,TR-E010-03
EXP-0286,E010,人力资源,meal,2026-06-28,2026-06-30,120,CNY,快餐连锁,INV-6286,P-D,A800,上海餐饮,上海,上海,吴敏,TR-E010-03
EXP-0287,E010,人力资源,taxi,2026-06-28,2026-06-29,45,CNY,出租公司,INV-6287,P-D,A800,上海市内交通,上海,上海,吴敏,TR-E010-03
EXP-0288,E010,人力资源,hotel,2026-06-29,2026-06-30,420,CNY,凯越商务酒店,INV-6288,P-D,A800,上海住宿,上海,上海,吴敏,TR-E010-03
EXP-0289,E010,人力资源,meal,2026-06-29,2026-07-01,96,CNY,商务套餐,INV-6289,P-D,A800,上海餐饮,上海,上海,吴敏,TR-E010-03
EXP-0290,E010,人力资源,taxi,2026-06-29,2026-06-30,88,CNY,网约车平台,INV-6290,P-D,A800,上海市内交通,上海,上海,吴敏,TR-E010-03
EXP-0291,E011,销售,travel,2026-08-07,2026-08-08,1280,CNY,航空平台,INV-6291,P-A,A100,行业会议-天津往返交通,广州,天津,郑昊,TR-E011-01
EXP-0292,E011,销售,hotel,2026-08-07,2026-08-08,680,CNY,云栖酒店,INV-6292,P-A,A100,天津住宿,天津,天津,郑昊,TR-E011-01
EXP-0293,E011,销售,meal,2026-08-07,2026-08-08,68,CNY,快餐连锁,INV-6293,P-A,A100,天津餐饮,天津,天津,郑昊,TR-E011-01
EXP-0294,E011,销售,taxi,2026-08-07,2026-08-11,60,CNY,网约车平台,INV-6294,P-A,A100,天津市内交通,天津,天津,郑昊,TR-E011-01
EXP-0295,E011,销售,hotel,2026-08-08,2026-08-09,600,CNY,云栖酒店,INV-6295,P-A,A100,天津住宿,天津,天津,郑昊,TR-E011-01
EXP-0296,E011,销售,meal,2026-08-08,2026-08-10,88,CNY,园区餐厅,INV-6296,P-A,A100,天津餐饮,天津,天津,郑昊,TR-E011-01
EXP-0297,E011,销售,taxi,2026-08-08,2026-08-09,35,CNY,机场快线,INV-6297,P-A,A100,天津市内交通,天津,天津,郑昊,TR-E011-01
EXP-0298,E011,销售,hotel,2026-08-09,2026-08-10,420,CNY,锦江都城,INV-6298,P-A,A100,天津住宿,天津,天津,郑昊,TR-E011-01
EXP-0299,E011,销售,meal,2026-08-09,2026-08-13,150,CNY,老地方酒楼,INV-6299,P-A,A100,天津餐饮,天津,天津,郑昊,TR-E011-01
EXP-0300,E011,销售,taxi,2026-08-09,2026-08-10,120,CNY,城市出行,INV-6300,P-A,A100,天津市内交通,天津,天津,郑昊,TR-E011-01
EXP-0301,E011,销售,travel,2026-06-17,2026-06-21,760,CNY,航空平台,INV-6301,P-C,A100,市场调研-南京往返交通,广州,南京,郑昊,TR-E011-02
EXP-0302,E011,销售,hotel,2026-06-17,2026-06-18,560,CNY,亚朵酒店,INV-6302,P-C,A100,南京住宿,南京,南京,郑昊,TR-E011-02
EXP-0303,E011,销售,meal,2026-06-17,2026-06-18,96,CNY,老地方酒楼,INV-6303,P-C,A100,南京餐饮,南京,南京,郑昊,TR-E011-02
EXP-0304,E011,销售,hotel,2026-06-18,2026-06-21,420,CNY,亚朵酒店,INV-6304,P-C,A100,南京住宿,南京,南京,郑昊,TR-E011-02
EXP-0305,E011,销售,meal,2026-06-18,2026-06-19,88,CNY,商务套餐,INV-6305,P-C,A100,南京餐饮,南京,南京,郑昊,TR-E011-02
EXP-0306,E011,销售,taxi,2026-06-18,2026-06-22,88,CNY,机场快线,INV-6306,P-C,A100,南京市内交通,南京,南京,郑昊,TR-E011-02
EXP-0307,E011,销售,travel,2026-07-10,2026-07-11,760,CNY,铁路平台,INV-6307,P-H,A100,市场调研-深圳往返交通,广州,深圳,郑昊,TR-E011-03
EXP-0308,E011,销售,hotel,2026-07-10,2026-07-12,600,CNY,如家精选,INV-6308,P-H,A100,深圳住宿,深圳,深圳,郑昊,TR-E011-03
EXP-0309,E011,销售,meal,2026-07-10,2026-07-14,68,CNY,商务套餐,INV-6309,P-H,A100,深圳餐饮,深圳,深圳,郑昊,TR-E011-03
EXP-0310,E011,销售,taxi,2026-07-10,2026-07-11,88,CNY,网约车平台,INV-6310,P-H,A100,深圳市内交通,深圳,深圳,郑昊,TR-E011-03
EXP-0311,E011,销售,hotel,2026-07-11,2026-07-14,480,CNY,凯越商务酒店,INV-6311,P-H,A100,深圳住宿,深圳,深圳,郑昊,TR-E011-03
EXP-0312,E011,销售,meal,2026-07-11,2026-07-12,68,CNY,商务套餐,INV-6312,P-H,A100,深圳餐饮,深圳,深圳,郑昊,TR-E011-03
EXP-0313,E011,销售,taxi,2026-07-11,2026-07-15,45,CNY,机场快线,INV-6313,P-H,A100,深圳市内交通,深圳,深圳,郑昊,TR-E011-03
EXP-0314,E011,销售,hotel,2026-07-12,2026-07-14,480,CNY,如家精选,INV-6314,P-H,A100,深圳住宿,深圳,深圳,郑昊,TR-E011-03
EXP-0315,E011,销售,meal,2026-07-12,2026-07-14,150,CNY,地方风味,INV-6315,P-H,A100,深圳餐饮,深圳,深圳,郑昊,TR-E011-03
EXP-0316,E011,销售,taxi,2026-07-12,2026-07-15,88,CNY,网约车平台,INV-6316,P-H,A100,深圳市内交通,深圳,深圳,郑昊,TR-E011-03
EXP-0317,E011,销售,hotel,2026-07-13,2026-07-14,480,CNY,亚朵酒店,INV-6317,P-H,A100,深圳住宿,深圳,深圳,郑昊,TR-E011-03
EXP-0318,E011,销售,meal,2026-07-13,2026-07-17,68,CNY,老地方酒楼,INV-6318,P-H,A100,深圳餐饮,深圳,深圳,郑昊,TR-E011-03
EXP-0319,E011,销售,taxi,2026-07-13,2026-07-16,88,CNY,出租公司,INV-6319,P-H,A100,深圳市内交通,深圳,深圳,郑昊,TR-E011-03
EXP-0320,E011,销售,travel,2026-08-19,2026-08-21,760,CNY,航空平台,INV-6320,P-C,A100,项目交付-青岛往返交通,广州,青岛,郑昊,TR-E011-04
EXP-0321,E011,销售,hotel,2026-08-19,2026-08-23,480,CNY,星海酒店,INV-6321,P-C,A100,青岛住宿,青岛,青岛,郑昊,TR-E011-04
EXP-0322,E011,销售,meal,2026-08-19,2026-08-23,68,CNY,商务套餐,INV-6322,P-C,A100,青岛餐饮,青岛,青岛,郑昊,TR-E011-04
EXP-0323,E011,销售,hotel,2026-08-20,2026-08-22,420,CNY,云栖酒店,INV-6323,P-C,A100,青岛住宿,青岛,青岛,郑昊,TR-E011-04
EXP-0324,E011,销售,meal,2026-08-20,2026-08-21,88,CNY,商务套餐,INV-6324,P-C,A100,青岛餐饮,青岛,青岛,郑昊,TR-E011-04
EXP-0325,E012,财务,travel,2026-09-10,2026-09-13,760,CNY,铁路平台,INV-6325,P-G,A400,现场支持-长沙往返交通,上海,长沙,冯雪,TR-E012-01
EXP-0326,E012,财务,hotel,2026-09-10,2026-09-12,520,CNY,亚朵酒店,INV-6326,P-G,A400,长沙住宿,长沙,长沙,冯雪,TR-E012-01
EXP-0327,E012,财务,meal,2026-09-10,2026-09-12,150,CNY,商务套餐,INV-6327,P-G,A400,长沙餐饮,长沙,长沙,冯雪,TR-E012-01
EXP-0328,E012,财务,hotel,2026-09-11,2026-09-14,420,CNY,凯越商务酒店,INV-6328,P-G,A400,长沙住宿,长沙,长沙,冯雪,TR-E012-01
EXP-0329,E012,财务,meal,2026-09-11,2026-09-15,96,CNY,园区餐厅,INV-6329,P-G,A400,长沙餐饮,长沙,长沙,冯雪,TR-E012-01
EXP-0330,E012,财务,taxi,2026-09-11,2026-09-13,60,CNY,机场快线,INV-6330,P-G,A400,长沙市内交通,长沙,长沙,冯雪,TR-E012-01
EXP-0331,E012,财务,hotel,2026-09-12,2026-09-15,520,CNY,凯越商务酒店,INV-6331,P-G,A400,长沙住宿,长沙,长沙,冯雪,TR-E012-01
